Symbol,Closed/Total Vol. (Lots),Entry Price,Avg.Price,PnL,Net PnL,Charges/Swap,Open Time,Close Time,Order,Status
BXAUUSD+,0.02/0.02,"4,453.18","4,451.10",-4.16,-4.28,-0.12/0.00,27/05/2026 20:39:24,27/05/2026 20:39:57,#59910300,Closed
BXAUUSD+,0.01/0.02,"4,420.72","4,452.10",31.38,31.29,-0.09/0.00,27/05/2026 16:50:23,27/05/2026 20:39:44,#59816760,Partially Close
BXAUUSD+,0.02/0.02,"4,453.55","4,453.19",-0.72,-0.84,-0.12/0.00,27/05/2026 20:38:54,27/05/2026 20:39:17,#59910238,Closed
BXAUUSD+,0.02/0.02,"4,448.08","4,453.19",10.22,10.10,-0.12/0.00,27/05/2026 20:29:04,27/05/2026 20:37:20,#59907409,Closed
BXAUUSD+,0.02/0.02,"4,446.70","4,446.61",-0.18,-0.30,-0.12/0.00,27/05/2026 20:27:00,27/05/2026 20:28:03,#59907005,Closed
SXAUUSD+,0.02/0.02,"4,445.94","4,445.81",0.26,0.14,-0.12/0.00,27/05/2026 20:26:10,27/05/2026 20:26:20,#59906838,Closed
BXAUUSD+,0.02/0.02,"4,447.15","4,446.24",-1.82,-1.94,-0.12/0.00,27/05/2026 20:24:32,27/05/2026 20:25:01,#59906577,Closed
BXAUUSD+,0.02/0.02,"4,446.79","4,448.01",2.44,2.32,-0.12/0.00,27/05/2026 20:23:39,27/05/2026 20:24:04,#59906364,Closed
BXAUUSD+,0.02/0.02,"4,446.82","4,447.19",0.74,0.62,-0.12/0.00,27/05/2026 20:23:38,27/05/2026 20:24:02,#59906360,Closed
SXAUUSD+,0.02/0.02,"4,447.03","4,446.88",0.30,0.18,-0.12/0.00,27/05/2026 20:21:32,27/05/2026 20:21:43,#59905978,Closed
BXAUUSD+,0.02/0.02,"4,447.32","4,447.35",0.06,-0.06,-0.12/0.00,27/05/2026 20:20:09,27/05/2026 20:20:55,#59905707,Closed
BXAUUSD+,0.02/0.02,"4,446.50","4,446.19",-0.62,-0.74,-0.12/0.00,27/05/2026 20:19:06,27/05/2026 20:19:29,#59905574,Closed
BXAUUSD+,0.02/0.02,"4,444.88","4,445.47",1.18,1.06,-0.12/0.00,27/05/2026 20:15:40,27/05/2026 20:18:23,#59904426,Closed
BXAUUSD+,0.02/0.02,"4,444.04","4,443.35",-1.38,-1.50,-0.12/0.00,27/05/2026 20:14:50,27/05/2026 20:15:18,#59904181,Closed
BXAUUSD+,0.02/0.02,"4,443.20","4,443.31",0.22,0.10,-0.12/0.00,27/05/2026 20:13:45,27/05/2026 20:14:40,#59903968,Closed
BXAUUSD+,0.02/0.02,"4,442.17","4,442.51",0.68,0.56,-0.12/0.00,27/05/2026 20:12:01,27/05/2026 20:13:02,#59903389,Closed
BXAUUSD+,0.02/0.02,"4,443.78","4,442.43",-2.70,-2.82,-0.12/0.00,27/05/2026 20:11:43,27/05/2026 20:11:54,#59903211,Closed
BXAUUSD+,0.02/0.02,"4,444.33","4,443.05",-2.56,-2.68,-0.12/0.00,27/05/2026 20:11:29,27/05/2026 20:11:45,#59903158,Closed
BXAUUSD+,0.02/0.02,"4,443.40","4,443.87",0.94,0.82,-0.12/0.00,27/05/2026 20:10:18,27/05/2026 20:11:04,#59902745,Closed
BXAUUSD+,0.02/0.02,"4,446.00","4,444.79",-2.42,-2.54,-0.12/0.00,27/05/2026 20:09:17,27/05/2026 20:09:41,#59902170,Closed
BXAUUSD+,0.02/0.02,"4,445.17","4,445.35",0.36,0.24,-0.12/0.00,27/05/2026 20:08:59,27/05/2026 20:09:03,#59901982,Closed
BXAUUSD+,0.02/0.02,"4,447.88","4,447.92",0.08,-0.04,-0.12/0.00,27/05/2026 20:07:39,27/05/2026 20:07:46,#59901265,Closed
BXAUUSD+,0.02/0.02,"4,448.37","4,449.69",2.64,2.52,-0.12/0.00,27/05/2026 20:02:36,27/05/2026 20:07:08,#59899694,Closed
BXAUUSD+,0.02/0.02,"4,449.28","4,447.69",-3.18,-3.30,-0.12/0.00,27/05/2026 20:01:54,27/05/2026 20:02:31,#59899227,Closed
BXAUUSD+,0.02/0.02,"4,448.08","4,448.68",1.20,1.08,-0.12/0.00,27/05/2026 20:02:02,27/05/2026 20:02:06,#59899399,Closed
BXAUUSD+,0.02/0.02,"4,450.24","4,450.39",0.30,0.18,-0.12/0.00,27/05/2026 20:01:29,27/05/2026 20:01:32,#59899053,Closed
BXAUUSD+,0.02/0.02,"4,450.51","4,450.88",0.74,0.62,-0.12/0.00,27/05/2026 20:00:46,27/05/2026 20:01:23,#59898890,Closed
SXAUUSD+,0.02/0.02,"4,449.64","4,450.45",-1.62,-1.74,-0.12/0.00,27/05/2026 20:00:32,27/05/2026 20:00:44,#59898792,Closed
SXAUUSD+,0.02/0.02,"4,449.62","4,449.73",-0.22,-0.34,-0.12/0.00,27/05/2026 20:00:33,27/05/2026 20:00:41,#59898796,Closed
BXAUUSD+,0.02/0.02,"4,451.17","4,449.75",-2.84,-2.96,-0.12/0.00,27/05/2026 20:00:01,27/05/2026 20:00:21,#59898648,Closed
SXAUUSD+,0.02/0.02,"4,450.22","4,451.11",-1.78,-1.90,-0.12/0.00,27/05/2026 19:59:17,27/05/2026 20:00:01,#59898530,Closed
BXAUUSD+,0.02/0.02,"4,451.53","4,450.27",-2.52,-2.64,-0.12/0.00,27/05/2026 19:58:34,27/05/2026 19:59:10,#59898384,Closed
SXAUUSD+,0.02/0.02,"4,450.01","4,449.79",0.44,0.32,-0.12/0.00,27/05/2026 19:57:27,27/05/2026 19:57:45,#59898202,Closed
SXAUUSD+,0.02/0.02,"4,450.33","4,450.06",0.54,0.42,-0.12/0.00,27/05/2026 19:56:18,27/05/2026 19:56:26,#59897975,Closed
BXAUUSD+,0.02/0.02,"4,450.82","4,450.30",-1.04,-1.16,-0.12/0.00,27/05/2026 19:54:41,27/05/2026 19:55:54,#59897680,Closed
BXAUUSD+,0.02/0.02,"4,450.92","4,450.20",-1.44,-1.56,-0.12/0.00,27/05/2026 19:54:20,27/05/2026 19:54:34,#59897625,Closed
BXAUUSD+,0.02/0.02,"4,452.11","4,451.21",-1.80,-1.92,-0.12/0.00,27/05/2026 19:52:52,27/05/2026 19:53:22,#59897303,Closed
BXAUUSD+,0.02/0.02,"4,451.29","4,451.46",0.34,0.22,-0.12/0.00,27/05/2026 19:48:38,27/05/2026 19:52:34,#59896288,Closed
BXAUUSD+,0.02/0.02,"4,451.20","4,451.34",0.28,0.16,-0.12/0.00,27/05/2026 19:47:21,27/05/2026 19:48:17,#59896002,Closed
BXAUUSD+,0.02/0.02,"4,434.87","4,450.06",30.39,30.27,-0.12/0.00,27/05/2026 19:08:06,27/05/2026 19:46:08,#59883476,Closed
BXAUUSD+,0.02/0.02,"4,437.21","4,436.50",-1.42,-1.54,-0.12/0.00,27/05/2026 19:07:21,27/05/2026 19:07:47,#59883297,Closed
BXAUUSD+,0.02/0.02,"4,436.98","4,437.06",0.16,0.04,-0.12/0.00,27/05/2026 19:06:07,27/05/2026 19:06:59,#59883076,Closed
SXAUUSD+,0.02/0.02,"4,437.05","4,436.95",0.20,0.08,-0.12/0.00,27/05/2026 19:05:54,27/05/2026 19:05:57,#59883015,Closed
BXAUUSD+,0.02/0.02,"4,437.61","4,436.90",-1.42,-1.54,-0.12/0.00,27/05/2026 19:05:05,27/05/2026 19:05:49,#59882853,Closed
BXAUUSD+,0.02/0.02,"4,420.72","4,450.17",58.90,58.78,-0.12/0.00,27/05/2026 16:50:23,27/05/2026 20:39:44,#59816760,Closed
BXAUUSD+,0.02/0.02,"4,437.95","4,436.69",-2.52,-2.64,-0.12/0.00,27/05/2026 19:04:49,27/05/2026 19:05:00,#59882754,Closed
BXAUUSD+,0.02/0.02,"4,437.47","4,437.55",0.16,0.04,-0.12/0.00,27/05/2026 19:04:21,27/05/2026 19:04:42,#59882550,Closed
BXAUUSD+,0.02/0.02,"4,434.07","4,435.90",3.66,3.54,-0.12/0.00,27/05/2026 18:55:52,27/05/2026 19:04:07,#59879341,Closed
BXAUUSD+,0.02/0.02,"4,434.54","4,432.94",-3.20,-3.32,-0.12/0.00,27/05/2026 18:55:13,27/05/2026 18:55:39,#59879194,Closed
BXAUUSD+,0.02/0.02,"4,431.79","4,432.41",1.24,1.12,-0.12/0.00,27/05/2026 18:52:19,27/05/2026 18:54:51,#59878253,Closed
SXAUUSD+,0.02/0.02,"4,432.26","4,431.85",0.82,0.70,-0.12/0.00,27/05/2026 18:51:09,27/05/2026 18:51:41,#59877836,Closed
BXAUUSD+,0.02/0.02,"4,432.37","4,432.84",0.94,0.82,-0.12/0.00,27/05/2026 18:49:30,27/05/2026 18:51:05,#59877327,Closed
BXAUUSD+,0.02/0.02,"4,432.90","4,431.84",-2.12,-2.24,-0.12/0.00,27/05/2026 18:48:57,27/05/2026 18:49:09,#59877124,Closed
BXAUUSD+,0.02/0.02,"4,433.22","4,432.36",-1.72,-1.84,-0.12/0.00,27/05/2026 18:48:27,27/05/2026 18:48:42,#59876857,Closed
SXAUUSD+,0.02/0.02,"4,432.76","4,433.00",-0.48,-0.60,-0.12/0.00,27/05/2026 18:48:14,27/05/2026 18:48:23,#59876755,Closed
BXAUUSD+,0.02/0.02,"4,434.37","4,433.22",-2.30,-2.42,-0.12/0.00,27/05/2026 18:47:43,27/05/2026 18:48:10,#59876470,Closed
BXAUUSD+,0.02/0.02,"4,435.59","4,434.10",-2.98,-3.10,-0.12/0.00,27/05/2026 18:46:30,27/05/2026 18:47:36,#59875982,Closed
BXAUUSD+,0.02/0.02,"4,434.67","4,435.22",1.10,0.98,-0.12/0.00,27/05/2026 18:45:06,27/05/2026 18:46:14,#59875163,Closed
BXAUUSD+,0.02/0.02,"4,435.27","4,436.28",2.02,1.90,-0.12/0.00,27/05/2026 18:27:32,27/05/2026 18:44:20,#59868205,Closed
BXAUUSD+,0.02/0.02,"4,420.58","4,420.75",0.34,0.22,-0.12/0.00,27/05/2026 16:45:02,27/05/2026 16:49:25,#59812887,Closed
SXAUUSD+,0.02/0.02,"4,417.95","4,420.77",-5.64,-5.76,-0.12/0.00,27/05/2026 16:44:31,27/05/2026 16:45:01,#59812730,Closed
BXAUUSD+,0.02/0.02,"4,419.96","4,417.32",-5.28,-5.40,-0.12/0.00,27/05/2026 16:43:45,27/05/2026 16:44:28,#59812265,Closed
BXAUUSD+,0.02/0.02,"4,422.09","4,420.02",-4.14,-4.26,-0.12/0.00,27/05/2026 16:42:39,27/05/2026 16:43:44,#59811626,Closed
BXAUUSD+,0.02/0.02,"4,418.34","4,418.62",0.56,0.44,-0.12/0.00,27/05/2026 16:40:31,27/05/2026 16:42:33,#59810338,Closed
BXAUUSD+,0.02/0.02,"4,405.39","4,412.73",14.68,14.56,-0.12/0.00,27/05/2026 16:29:34,27/05/2026 16:37:23,#59799968,Closed
BXAUUSD+,0.02/0.02,"4,406.70","4,404.04",-5.32,-5.44,-0.12/0.00,27/05/2026 16:29:05,27/05/2026 16:29:42,#59799512,Closed
BXAUUSD+,0.02/0.02,"4,404.19","4,404.20",0.02,-0.10,-0.12/0.00,27/05/2026 16:28:48,27/05/2026 16:28:49,#59799260,Closed
BXAUUSD+,0.02/0.02,"4,402.93","4,403.43",1.00,0.88,-0.12/0.00,27/05/2026 16:28:41,27/05/2026 16:28:45,#59799133,Closed
BXAUUSD+,0.02/0.02,"4,404.59","4,404.37",-0.44,-0.56,-0.12/0.00,27/05/2026 16:28:23,27/05/2026 16:28:27,#59798598,Closed
SXAUUSD+,0.02/0.02,"4,408.26","4,407.80",0.92,0.80,-0.12/0.00,27/05/2026 16:27:23,27/05/2026 16:27:24,#59797270,Closed
SXAUUSD+,0.02/0.02,"4,411.09","4,411.25",-0.32,-0.44,-0.12/0.00,27/05/2026 16:27:05,27/05/2026 16:27:08,#59796878,Closed
SXAUUSD+,0.02/0.02,"4,412.25","4,411.85",0.80,0.68,-0.12/0.00,27/05/2026 16:26:31,27/05/2026 16:26:51,#59796285,Closed
SXAUUSD+,0.02/0.02,"4,414.02","4,413.24",1.56,1.44,-0.12/0.00,27/05/2026 16:26:12,27/05/2026 16:26:15,#59796046,Closed
BXAUUSD+,0.02/0.02,"4,415.24","4,415.12",-0.24,-0.36,-0.12/0.00,27/05/2026 16:23:24,27/05/2026 16:25:56,#59794456,Closed
BXAUUSD+,0.02/0.02,"4,415.21","4,415.19",-0.04,-0.16,-0.12/0.00,27/05/2026 16:22:16,27/05/2026 16:22:43,#59793703,Closed
BXAUUSD+,0.02/0.02,"4,413.17","4,413.52",0.70,0.58,-0.12/0.00,27/05/2026 16:21:45,27/05/2026 16:22:07,#59793128,Closed
SXAUUSD+,0.02/0.02,"4,410.20","4,407.77",4.86,4.74,-0.12/0.00,27/05/2026 16:20:28,27/05/2026 16:20:50,#59791357,Closed
BXAUUSD+,0.02/0.02,"4,412.68","4,409.77",-5.82,-5.94,-0.12/0.00,27/05/2026 16:19:25,27/05/2026 16:20:26,#59790697,Closed
SXAUUSD+,0.02/0.02,"4,410.11","4,409.99",0.24,0.12,-0.12/0.00,27/05/2026 16:19:01,27/05/2026 16:19:03,#59790379,Closed
BXAUUSD+,0.02/0.02,"4,418.59","4,418.36",-0.46,-0.58,-0.12/0.00,27/05/2026 16:16:28,27/05/2026 16:17:33,#59787969,Closed
BXAUUSD+,0.02/0.02,"4,416.25","4,416.83",1.16,1.04,-0.12/0.00,27/05/2026 16:14:49,27/05/2026 16:15:46,#59786932,Closed
SXAUUSD+,0.02/0.02,"4,413.33","4,416.08",-5.50,-5.62,-0.12/0.00,27/05/2026 16:14:29,27/05/2026 16:14:46,#59786752,Closed
BXAUUSD+,0.02/0.02,"4,414.41","4,415.37",1.92,1.80,-0.12/0.00,27/05/2026 16:13:53,27/05/2026 16:14:13,#59786466,Closed
SXAUUSD+,0.02/0.02,"4,414.90","4,414.66",0.48,0.36,-0.12/0.00,27/05/2026 16:12:52,27/05/2026 16:12:54,#59785703,Closed
SXAUUSD+,0.02/0.02,"4,414.87","4,414.47",0.80,0.68,-0.12/0.00,27/05/2026 16:12:44,27/05/2026 16:12:46,#59785568,Closed
BXAUUSD+,0.02/0.02,"4,418.26","4,418.51",0.50,0.38,-0.12/0.00,27/05/2026 16:11:37,27/05/2026 16:12:06,#59784543,Closed
BXAUUSD+,0.02/0.02,"4,415.02","4,413.13",-3.78,-3.90,-0.12/0.00,27/05/2026 16:10:05,27/05/2026 16:11:10,#59783549,Closed
BXAUUSD+,0.02/0.02,"4,417.69","4,417.75",0.12,0.00,-0.12/0.00,27/05/2026 16:07:58,27/05/2026 16:09:12,#59780878,Closed
BXAUUSD+,0.03/0.03,"4,414.42","4,417.61",9.57,9.39,-0.18/0.00,27/05/2026 16:07:37,27/05/2026 16:07:47,#59780115,Closed
BXAUUSD+,0.03/0.03,"4,415.49","4,417.36",5.61,5.43,-0.18/0.00,27/05/2026 16:07:35,27/05/2026 16:07:45,#59780066,Closed
BXAUUSD+,0.03/0.03,"4,416.09","4,416.90",2.43,2.25,-0.18/0.00,27/05/2026 16:07:34,27/05/2026 16:07:44,#59780033,Closed
BXAUUSD+,0.03/0.03,"4,419.86","4,417.88",-5.94,-6.12,-0.18/0.00,27/05/2026 16:07:12,27/05/2026 16:07:19,#59778865,Closed
BXAUUSD+,0.03/0.03,"4,420.72","4,417.65",-9.21,-9.39,-0.18/0.00,27/05/2026 16:07:10,27/05/2026 16:07:18,#59778792,Closed
BXAUUSD+,0.03/0.03,"4,427.50","4,427.69",0.57,0.39,-0.18/0.00,27/05/2026 16:06:22,27/05/2026 16:06:27,#59776875,Closed
SXAUUSD+,0.03/0.03,"4,427.43","4,426.86",1.71,1.53,-0.18/0.00,27/05/2026 16:05:39,27/05/2026 16:06:02,#59775592,Closed
SXAUUSD+,0.03/0.03,"4,428.01","4,426.74",3.81,3.63,-0.18/0.00,27/05/2026 16:05:59,27/05/2026 16:06:01,#59775978,Closed
SXAUUSD+,0.03/0.03,"4,426.96","4,426.68",0.84,0.66,-0.18/0.00,27/05/2026 16:05:26,27/05/2026 16:05:28,#59774988,Closed
SXAUUSD+,0.03/0.03,"4,434.50","4,433.70",2.40,2.22,-0.18/0.00,27/05/2026 16:04:40,27/05/2026 16:04:45,#59773801,Closed
SXAUUSD+,0.03/0.03,"4,444.92","4,438.54",19.12,18.94,-0.18/0.00,27/05/2026 15:54:00,27/05/2026 16:03:00,#59765791,Closed
SXAUUSD+,0.03/0.03,"4,446.07","4,434.78",33.85,33.67,-0.18/0.00,27/05/2026 15:55:14,27/05/2026 16:00:43,#59766357,Closed
SXAUUSD+,0.03/0.03,"4,443.64","4,439.96",11.04,10.86,-0.18/0.00,27/05/2026 15:52:50,27/05/2026 15:58:27,#59765471,Closed
SXAUUSD+,0.03/0.03,"4,442.27","4,445.75",-10.44,-10.62,-0.18/0.00,27/05/2026 15:52:25,27/05/2026 15:54:12,#59765319,Closed
SXAUUSD+,0.03/0.03,"4,446.56","4,446.23",0.99,0.81,-0.18/0.00,27/05/2026 15:44:44,27/05/2026 15:51:23,#59760919,Closed
SXAUUSD+,0.03/0.03,"4,446.38","4,444.69",5.07,4.89,-0.18/0.00,27/05/2026 15:44:43,27/05/2026 15:48:59,#59760916,Closed
BXAUUSD+,0.03/0.03,"4,449.50","4,446.74",-8.28,-8.46,-0.18/0.00,27/05/2026 15:44:07,27/05/2026 15:44:36,#59760711,Closed
BXAUUSD+,0.03/0.03,"4,449.36","4,446.82",-7.62,-7.80,-0.18/0.00,27/05/2026 15:44:07,27/05/2026 15:44:30,#59760698,Closed
SXAUUSD+,0.03/0.03,"4,448.07","4,448.18",-0.33,-0.51,-0.18/0.00,27/05/2026 15:43:50,27/05/2026 15:43:55,#59760614,Closed
SXAUUSD+,0.03/0.03,"4,448.07","4,447.91",0.48,0.30,-0.18/0.00,27/05/2026 15:43:50,27/05/2026 15:43:52,#59760613,Closed
BXAGUSD,0.01/0.01,74.675,74.550,-6.25,-6.31,-0.06/0.00,27/05/2026 15:36:55,27/05/2026 15:42:23,#59757644,Closed
SXAGUSD,0.01/0.01,74.590,74.596,-0.30,-0.36,-0.06/0.00,27/05/2026 15:34:04,27/05/2026 15:36:01,#59755608,Closed
SXAGUSD,0.01/0.01,74.724,74.670,2.70,2.64,-0.06/0.00,27/05/2026 15:32:49,27/05/2026 15:33:55,#59754520,Closed
SXAGUSD,0.01/0.01,74.726,74.666,3.00,2.94,-0.06/0.00,27/05/2026 15:32:47,27/05/2026 15:33:54,#59754488,Closed
BXAGUSD,0.01/0.01,74.794,74.711,-4.15,-4.21,-0.06/0.00,27/05/2026 15:32:21,27/05/2026 15:32:39,#59754012,Closed
BXAGUSD,0.01/0.01,74.822,74.710,-5.60,-5.66,-0.06/0.00,27/05/2026 15:32:15,27/05/2026 15:32:37,#59753935,Closed
BXAGUSD,0.01/0.01,74.898,74.804,-4.70,-4.76,-0.06/0.00,27/05/2026 15:31:18,27/05/2026 15:31:44,#59752990,Closed
BXAGUSD,0.01/0.01,74.945,74.813,-6.60,-6.66,-0.06/0.00,27/05/2026 15:30:33,27/05/2026 15:31:43,#59752435,Closed
BXAUUSD+,0.03/0.03,"4,459.21","4,459.85",1.92,1.74,-0.18/0.00,27/05/2026 15:25:30,27/05/2026 15:25:52,#59749394,Closed
SXAUUSD+,0.03/0.03,"4,456.60","4,456.55",0.15,-0.03,-0.18/0.00,27/05/2026 15:21:32,27/05/2026 15:21:34,#59742750,Closed
BXAUUSD+,0.03/0.03,"4,450.55","4,451.11",1.68,1.50,-0.18/0.00,27/05/2026 15:21:09,27/05/2026 15:21:12,#59741842,Closed
BXAUUSD+,0.03/0.03,"4,449.76","4,450.82",3.18,3.00,-0.18/0.00,27/05/2026 15:21:02,27/05/2026 15:21:11,#59741740,Closed
BXAGUSD,0.01/0.01,74.574,74.623,2.45,2.39,-0.06/0.00,27/05/2026 15:20:30,27/05/2026 15:20:46,#59741035,Closed
SXAGUSD,0.01/0.01,74.858,74.840,0.90,0.84,-0.06/0.00,27/05/2026 15:19:18,27/05/2026 15:19:29,#59739026,Closed
BXAGUSD,0.01/0.01,74.572,74.599,1.35,1.29,-0.06/0.00,27/05/2026 15:19:01,27/05/2026 15:19:06,#59737702,Closed
BXAGUSD,0.01/0.01,74.523,74.515,-0.40,-0.46,-0.06/0.00,27/05/2026 15:18:21,27/05/2026 15:18:45,#59735904,Closed
BXAGUSD,0.01/0.01,74.478,74.515,1.85,1.79,-0.06/0.00,27/05/2026 15:18:39,27/05/2026 15:18:42,#59736857,Closed
SXAGUSD,0.01/0.01,74.145,74.315,-8.50,-8.56,-0.06/0.00,27/05/2026 15:16:40,27/05/2026 15:18:14,#59734310,Closed
SXAGUSD,0.01/0.01,74.169,74.303,-6.70,-6.76,-0.06/0.00,27/05/2026 15:12:54,27/05/2026 15:16:02,#59732551,Closed
SXAGUSD,0.01/0.01,74.129,74.204,-3.75,-3.81,-0.06/0.00,27/05/2026 15:08:04,27/05/2026 15:11:27,#59730687,Closed
SXAGUSD,0.01/0.01,74.040,74.204,-8.20,-8.26,-0.06/0.00,27/05/2026 15:01:37,27/05/2026 15:05:42,#59727442,Closed
SXAUUSD+,0.01/0.01,"4,431.41","4,429.46",1.95,1.89,-0.06/0.00,27/05/2026 14:57:18,27/05/2026 15:00:00,#59723109,Closed
BXAUUSD+,0.01/0.01,"4,433.20","4,433.35",0.15,0.09,-0.06/0.00,27/05/2026 14:56:33,27/05/2026 14:56:35,#59722628,Closed
SXAUUSD+,0.03/0.03,"4,433.89","4,433.49",1.20,1.02,-0.18/0.00,27/05/2026 14:55:00,27/05/2026 14:55:03,#59721006,Closed
BXAUUSD+,0.03/0.03,"4,442.73","4,442.44",-0.87,-1.05,-0.18/0.00,27/05/2026 14:43:08,27/05/2026 14:43:42,#59715868,Closed
BXAUUSD+,0.03/0.03,"4,443.25","4,443.48",0.69,0.51,-0.18/0.00,27/05/2026 14:43:04,27/05/2026 14:43:22,#59715838,Closed
BXAUUSD+,0.03/0.03,"4,442.57","4,443.44",2.61,2.43,-0.18/0.00,27/05/2026 14:43:12,27/05/2026 14:43:19,#59715884,Closed
BXAUUSD+,0.03/0.03,"4,442.74","4,442.87",0.39,0.21,-0.18/0.00,27/05/2026 14:42:39,27/05/2026 14:42:42,#59715478,Closed
BXAGUSD,0.03/0.03,73.868,73.973,15.75,15.57,-0.18/0.00,27/05/2026 14:37:37,27/05/2026 14:37:47,#59713706,Closed
SXAGUSD,0.03/0.03,73.635,73.743,-16.20,-16.38,-0.18/0.00,27/05/2026 14:32:41,27/05/2026 14:35:38,#59710279,Closed
SXAGUSD,0.03/0.03,73.711,73.704,1.05,0.87,-0.18/0.00,27/05/2026 14:32:28,27/05/2026 14:32:32,#59710017,Closed
SXAUUSD+,0.03/0.03,"4,433.23","4,433.48",-0.75,-0.93,-0.18/0.00,27/05/2026 14:31:05,27/05/2026 14:31:08,#59707568,Closed
