Symbol,Closed/Total Vol. (Lots),Entry Price,Avg.Price,PnL,Net PnL,Charges/Swap,Open Time,Close Time,Order,Status
SXAUUSD+,0.03/0.03,"4,436.11","4,434.50",4.83,4.65,-0.18/0.00,27/05/2026 14:30:39,27/05/2026 14:30:42,#59706491,Closed
BXAUUSD+,0.03/0.03,"4,444.28","4,444.85",1.71,1.53,-0.18/0.00,27/05/2026 14:24:06,27/05/2026 14:24:34,#59699411,Closed
SXAUUSD+,0.03/0.03,"4,444.55","4,443.97",1.74,1.56,-0.18/0.00,27/05/2026 14:11:21,27/05/2026 14:11:28,#59690204,Closed
SXAUUSD+,0.03/0.03,"4,444.58","4,444.16",1.26,1.08,-0.18/0.00,27/05/2026 14:11:10,27/05/2026 14:11:13,#59689878,Closed
SXAUUSD+,0.03/0.03,"4,446.71","4,446.39",0.96,0.78,-0.18/0.00,27/05/2026 14:11:05,27/05/2026 14:11:07,#59689602,Closed
SXAUUSD+,0.03/0.03,"4,448.77","4,448.97",-0.60,-0.78,-0.18/0.00,27/05/2026 14:05:12,27/05/2026 14:05:17,#59687092,Closed
BXAUUSD+,0.03/0.03,"4,448.83","4,450.08",3.75,3.57,-0.18/0.00,27/05/2026 13:59:34,27/05/2026 13:59:35,#59682705,Closed
SXAUUSD+,0.03/0.03,"4,445.62","4,444.89",2.19,2.01,-0.18/0.00,27/05/2026 13:48:40,27/05/2026 13:48:49,#59673667,Closed
BXAUUSD+,0.03/0.03,"4,453.89","4,454.57",2.04,1.86,-0.18/0.00,27/05/2026 13:46:51,27/05/2026 13:46:52,#59670312,Closed
SXAUUSD+,0.03/0.03,"4,456.56","4,455.34",3.66,3.48,-0.18/0.00,27/05/2026 13:46:15,27/05/2026 13:46:18,#59666737,Closed
SXAUUSD+,0.03/0.03,"4,472.71","4,470.37",7.02,6.84,-0.18/0.00,27/05/2026 13:38:52,27/05/2026 13:39:12,#59654676,Closed
SXAUUSD+,0.03/0.03,"4,472.76","4,471.68",3.24,3.06,-0.18/0.00,27/05/2026 13:38:51,27/05/2026 13:39:09,#59654605,Closed
SXAUUSD+,0.03/0.03,"4,475.60","4,475.71",-0.33,-0.51,-0.18/0.00,27/05/2026 13:34:26,27/05/2026 13:36:04,#59652809,Closed
SXAUUSD+,0.03/0.03,"4,474.64","4,474.57",0.21,0.03,-0.18/0.00,27/05/2026 13:34:18,27/05/2026 13:35:35,#59652617,Closed
SXAUUSD+,0.03/0.03,"4,474.05","4,473.49",1.68,1.50,-0.18/0.00,27/05/2026 13:34:09,27/05/2026 13:35:15,#59652524,Closed
SXAUUSD+,0.03/0.03,"4,473.80","4,473.74",0.18,0.00,-0.18/0.00,27/05/2026 13:33:57,27/05/2026 13:35:12,#59652322,Closed
SXAUUSD+,0.03/0.03,"4,478.08","4,477.96",0.36,0.18,-0.18/0.00,27/05/2026 13:25:29,27/05/2026 13:28:58,#59646096,Closed
SXAUUSD+,0.03/0.03,"4,478.32","4,480.54",-6.66,-6.84,-0.18/0.00,27/05/2026 13:23:59,27/05/2026 13:24:15,#59644930,Closed
SXAUUSD+,0.03/0.03,"4,486.32","4,486.32",0.00,-0.18,-0.18/0.00,27/05/2026 13:11:56,27/05/2026 13:12:39,#59638350,Closed
SXAUUSD+,0.03/0.03,"4,492.74","4,491.50",3.72,3.54,-0.18/0.00,27/05/2026 12:22:23,27/05/2026 12:27:37,#59623138,Closed
BXAUUSD+,0.03/0.03,"4,495.21","4,493.56",-4.95,-5.13,-0.18/0.00,27/05/2026 12:20:03,27/05/2026 12:21:56,#59622520,Closed
BXAUUSD+,0.03/0.03,"4,497.52","4,496.77",-2.25,-2.43,-0.18/0.00,27/05/2026 11:59:49,27/05/2026 12:01:29,#59613955,Closed
BXAUUSD+,0.03/0.03,"4,498.76","4,496.99",-5.31,-5.49,-0.18/0.00,27/05/2026 11:52:32,27/05/2026 11:56:36,#59611585,Closed
BXAUUSD+,0.03/0.03,"4,490.42","4,490.55",0.39,0.21,-0.18/0.00,27/05/2026 11:36:32,27/05/2026 11:36:56,#59601520,Closed
BXAUUSD+,0.03/0.03,"4,489.19","4,489.27",0.24,0.06,-0.18/0.00,27/05/2026 11:28:35,27/05/2026 11:30:09,#59598576,Closed
SXAUUSD+,0.03/0.03,"4,481.81","4,481.61",0.60,0.42,-0.18/0.00,27/05/2026 10:14:25,27/05/2026 10:15:46,#59564086,Closed
SXAUUSD+,0.03/0.03,"4,483.29","4,482.90",1.17,0.99,-0.18/0.00,27/05/2026 10:11:49,27/05/2026 10:12:52,#59562677,Closed
SXAUUSD+,0.03/0.03,"4,483.51","4,483.31",0.60,0.42,-0.18/0.00,27/05/2026 10:08:56,27/05/2026 10:11:25,#59561152,Closed
SXAUUSD+,0.04/0.04,"4,488.74","4,488.67",0.28,0.04,-0.24/0.00,27/05/2026 09:50:03,27/05/2026 09:51:57,#59553918,Closed
SXAUUSD+,0.01/0.01,"4,482.33","4,484.29",-1.96,-2.02,-0.06/0.00,27/05/2026 09:39:07,27/05/2026 09:40:03,#59547840,Closed
BXAUUSD+,0.05/0.05,"4,482.12","4,482.42",1.50,1.20,-0.30/0.00,27/05/2026 09:31:31,27/05/2026 09:31:50,#59542739,Closed
SXAUUSD+,0.05/0.05,"4,485.98","4,485.97",0.05,-0.25,-0.30/0.00,27/05/2026 09:26:55,27/05/2026 09:28:15,#59538663,Closed
SXAUUSD+,0.05/0.05,"4,493.39","4,488.66",23.65,23.35,-0.30/0.00,27/05/2026 09:17:18,27/05/2026 09:25:50,#59530049,Closed
SXAUUSD+,0.05/0.05,"4,496.83","4,496.55",1.40,1.10,-0.30/0.00,27/05/2026 09:01:44,27/05/2026 09:06:42,#59524391,Closed
SXAUUSD+,0.05/0.05,"4,495.24","4,496.66",-7.10,-7.40,-0.30/0.00,27/05/2026 09:00:58,27/05/2026 09:01:21,#59523763,Closed
SXAUUSD+,0.05/0.05,"4,498.41","4,498.07",1.70,1.40,-0.30/0.00,27/05/2026 08:54:18,27/05/2026 08:55:07,#59521376,Closed
SXAUUSD+,0.05/0.05,"4,499.56","4,498.92",3.20,2.90,-0.30/0.00,27/05/2026 08:52:49,27/05/2026 08:53:51,#59520399,Closed
SXAUUSD+,0.05/0.05,"4,499.32","4,500.96",-8.20,-8.50,-0.30/0.00,27/05/2026 08:51:04,27/05/2026 08:51:49,#59519138,Closed
BXAUUSD+,0.05/0.05,"4,493.76","4,494.10",1.70,1.40,-0.30/0.00,27/05/2026 08:47:02,27/05/2026 08:48:06,#59516279,Closed
SXAGUSD,0.05/0.05,76.256,76.116,34.80,34.50,-0.30/0.00,27/05/2026 08:37:43,27/05/2026 08:42:05,#59510356,Closed
SXAUUSD+,0.05/0.05,"4,505.02","4,495.85",45.85,45.55,-0.30/0.00,27/05/2026 08:31:39,27/05/2026 08:33:52,#59502379,Closed
SXAUUSD+,0.06/0.06,"4,509.28","4,510.76",-8.88,-9.24,-0.36/0.00,27/05/2026 08:13:26,27/05/2026 08:14:22,#59495127,Closed
BXAUUSD+,0.06/0.06,"4,511.02","4,509.36",-9.96,-10.32,-0.36/0.00,27/05/2026 08:11:41,27/05/2026 08:13:07,#59494564,Closed
SXAUUSD+,0.06/0.06,"4,511.16","4,511.11",0.30,-0.06,-0.36/0.00,27/05/2026 08:07:06,27/05/2026 08:09:19,#59493669,Closed
SXAUUSD+,0.06/0.06,"4,502.71","4,504.11",-8.40,-8.76,-0.36/0.00,26/05/2026 19:21:16,26/05/2026 19:22:08,#59317504,Closed
BXAUUSD+,0.06/0.06,"4,501.80","4,503.54",10.47,10.11,-0.36/0.00,26/05/2026 19:18:10,26/05/2026 19:20:52,#59315616,Closed
SXAUUSD+,0.06/0.06,"4,500.34","4,501.11",-4.62,-4.98,-0.36/0.00,26/05/2026 19:17:10,26/05/2026 19:18:06,#59315076,Closed
SXAUUSD247,5/5,"4,504.34","4,503.89",2.25,-11.26,-13.51/0.00,26/05/2026 19:06:15,26/05/2026 19:06:23,#59310979,Closed
BXAUUSD+,0.05/0.05,"4,515.02","4,513.67",-6.75,-7.05,-0.30/0.00,26/05/2026 17:57:48,26/05/2026 18:01:16,#59272588,Closed
BUSOUSD,0.05/0.05,96.859,96.617,-12.10,-12.40,-0.30/0.00,26/05/2026 17:18:24,26/05/2026 17:21:21,#59247216,Closed
SXAUUSD+,0.05/0.05,"4,509.76","4,509.88",-0.60,-0.90,-0.30/0.00,26/05/2026 17:15:56,26/05/2026 17:17:17,#59245727,Closed
SXAGUSD,0.05/0.05,76.522,76.522,0.00,-0.30,-0.30/0.00,26/05/2026 07:38:36,26/05/2026 08:02:34,#58930861,Closed
SXAGUSD,0.05/0.05,76.474,76.581,-26.75,-27.05,-0.30/0.00,26/05/2026 07:37:08,26/05/2026 07:40:52,#58929717,Closed
SXAGUSD,0.05/0.05,76.725,76.789,-16.00,-16.30,-0.30/0.00,26/05/2026 07:10:51,26/05/2026 07:14:37,#58916194,Closed
BXAUUSD+,0.05/0.05,"4,540.00","4,538.94",-5.30,-5.60,-0.30/0.00,26/05/2026 07:10:10,26/05/2026 07:10:41,#58915857,Closed
BXAGUSD,0.05/0.05,76.743,76.826,20.80,20.50,-0.30/0.00,26/05/2026 06:19:48,26/05/2026 07:03:13,#58901089,Closed
BXAUUSD+,0.05/0.05,"4,532.85","4,531.97",-4.40,-4.70,-0.30/0.00,26/05/2026 05:46:14,26/05/2026 05:50:16,#58891193,Closed
BXAUUSD+,0.05/0.05,"4,535.85","4,536.00",0.75,0.45,-0.30/0.00,26/05/2026 05:35:14,26/05/2026 05:43:10,#58887894,Closed
SXAUUSD+,0.05/0.05,"4,534.19","4,534.54",-1.75,-2.05,-0.30/0.00,26/05/2026 05:33:05,26/05/2026 05:35:03,#58887185,Closed
BXAUUSD+,0.05/0.05,"4,536.06","4,534.53",-7.65,-7.95,-0.30/0.00,26/05/2026 05:31:53,26/05/2026 05:33:02,#58886838,Closed
BXAUUSD+,0.05/0.05,"4,535.98","4,537.04",5.30,5.00,-0.30/0.00,26/05/2026 05:31:54,26/05/2026 05:32:26,#58886840,Closed
BXAUUSD+,0.05/0.05,"4,538.70","4,537.48",-6.10,-6.40,-0.30/0.00,26/05/2026 05:19:30,26/05/2026 05:20:46,#58884587,Closed
SXAUUSD+,0.05/0.05,"4,548.95","4,549.39",-2.20,-2.50,-0.30/0.00,26/05/2026 03:48:04,26/05/2026 03:59:00,#58852114,Closed
SXAUUSD+,0.05/0.05,"4,549.65","4,549.55",0.50,0.20,-0.30/0.00,26/05/2026 03:47:29,26/05/2026 03:47:33,#58852023,Closed
SXAUUSD+,0.05/0.05,"4,547.84","4,547.78",0.30,0.00,-0.30/0.00,26/05/2026 03:45:03,26/05/2026 03:45:49,#58851208,Closed
SXAUUSD+,0.05/0.05,"4,546.74","4,547.95",-6.05,-6.35,-0.30/0.00,26/05/2026 03:40:05,26/05/2026 03:42:47,#58849672,Closed
SXAUUSD+,0.05/0.05,"4,548.05","4,547.84",1.05,0.75,-0.30/0.00,26/05/2026 03:37:33,26/05/2026 03:39:46,#58848767,Closed
SXAUUSD+,0.05/0.05,"4,559.70","4,562.55",-14.25,-14.55,-0.30/0.00,25/05/2026 06:30:55,25/05/2026 06:35:07,#58484403,Closed
SXAUUSD+,0.05/0.05,"4,558.39","4,558.76",-1.85,-2.15,-0.30/0.00,25/05/2026 01:35:24,25/05/2026 01:36:36,#58408383,Closed
BXAUUSD+,0.05/0.05,"4,553.59","4,558.90",26.59,26.29,-0.30/0.00,25/05/2026 01:30:04,25/05/2026 01:34:36,#58406873,Closed
SXAUUSD+,0.05/0.05,"4,553.75","4,555.73",-9.90,-10.20,-0.30/0.00,25/05/2026 01:23:32,25/05/2026 01:24:22,#58406372,Closed
BXAUUSD+,0.05/0.05,"4,548.13","4,549.36",6.15,5.85,-0.30/0.00,25/05/2026 01:03:06,25/05/2026 01:04:19,#58402928,Closed
SXAUUSD+,0.05/0.05,"4,544.32","4,548.45",-20.65,-20.95,-0.30/0.00,25/05/2026 01:02:37,25/05/2026 01:03:00,#58402843,Closed
